瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
114,盔林,2021-01-07,-11.3,,,9,1.4,,250,,27,,0.7,-26.6,1005.8,,1025.6,,1,,1.61,,1.4,,0,0,,,1958,,,-1.9,,,,,
114,盔林,2021-01-07,-10.8,,,9,2.2,,290,,30,,0.8,-25,1006.1,,1025.9,,1,,1.07,,1.4,,0,0,,,1917,,,-2.2,,,,,
114,盔林,2021-01-07,-11.7,,,9,1.8,,270,,33,,0.8,-24.7,1006.5,,1026.3,,1,,0.43,,1.7,,0,0,,,2000,,,-3,,,,,
114,盔林,2021-01-07,-12.2,,,9,1.8,,290,,34,,0.8,-24.8,1006.8,,1026.7,,0,,0.01,,1.7,,0,0,,,1919,,,-3.5,,,,,
114,盔林,2021-01-07,-12.8,,,9,1.4,,290,,33,,0.8,-25.7,1007.2,,1027.2,,,9,,9,1.7,,0,0,,,2000,,,-4,,,,,
114,盔林,2021-01-07,-13.3,,,9,0.9,,270,,31,,0.7,-26.8,1007.1,,1027.1,,,9,,9,1.7,,0,0,,,2000,,,-4.3,,,,,
114,盔林,2021-01-07,-14.2,,,9,0.6,,250,,39,,0.8,-25.1,1006.8,,1026.9,,,9,,9,1.7,,0,0,,,2000,,,-4.7,,,,,
114,盔林,2021-01-07,-14.9,,,9,0.2,,0,,45,,0.9,-24.2,1006.6,,1026.7,,,9,,9,1.7,,0,0,,,2000,,,-5.2,,,,,
114,盔林,2021-01-07,-14.3,,,9,1.5,,200,,38,,0.8,-25.5,1006.2,,1026.3,,,9,,9,1.7,,0,0,,,2000,,,-5.2,,,,,
114,盔林,2021-01-08,-14,,,9,0,,0,,37,,0.8,-25.5,1006.1,,1026.1,,,9,,9,1.7,,8,0,,,2000,,,-5.4,,,,,
114,盔林,2021-01-08,-15.2,,,,0.1,,0,,49,,0.9,-23.5,1005.6,,1025.7,,,9,,9,1.7,,4,0,,,2000,,,-5.7,,,,,
114,盔林,2021-01-08,-15.1,,,,1.3,,200,,41,,0.8,-25.4,1005.8,,1025.9,,,9,,9,1.7,,0,0,,,2000,,,-5.6,,,,,
114,盔林,2021-01-08,-15.6,,,,0.5,,230,,44,,0.8,-25.1,1005.6,,1025.7,,,9,,9,1.7,,9,0,,,2000,,,-5.7,,,,,
114,盔林,2021-01-08,-15.9,,,,1.2,,290,,43,,0.8,-25.6,1006.1,,1026.3,,,9,,9,1.7,,9,0,,,2000,,,-5.9,,,,,
114,盔林,2021-01-08,-16.5,,,,1.4,,270,,42,,0.7,-26.4,1006.6,,1026.8,,,9,,9,1.7,,1,0,,,2000,,,-6,,,,,
114,盔林,2021-01-08,-16.7,,,,1,,270,,41,,0.7,-26.8,1006.8,,1027.1,,,9,,9,1.7,,6,0,,,2000,,,-6.3,,,,,
114,盔林,2021-01-08,-17.1,,,,0.3,,0,,46,,0.7,-25.9,1006.8,,1027.1,,,9,,9,1.7,,10,0,,,2000,,,-6.7,,,,,
114,盔林,2021-01-08,-17.6,,,,0.2,,0,,57,,0.9,-24,1007,,1027.3,,0,,0,,1.7,,10,0,,,1961,,,-6.9,,,,,
114,盔林,2021-01-08,-16.3,,,,0.2,,0,,47,,0.8,-25,1007,,1027.2,,0.7,,0.33,,1.7,,5,0,,,1987,,,-6.6,,,,,
114,盔林,2021-01-08,-15.3,,,,1.7,,250,,37,,0.7,-26.7,1007,,1027.2,,1,,0.97,,1.6,,0,0,,,2000,,,-5.1,,,,,
114,盔林,2021-01-08,-14.1,,,,0.6,,160,,34,,0.7,-26.5,1006.3,,1026.3,,1,,1.52,,1.3,,0,0,,,2000,,,-3.6,,,,,
114,盔林,2021-01-08,-13.3,,,,1.4,,270,,31,,0.7,-26.8,1005.3,,1025.3,,1,,1.88,,1.3,,1,0,,,1962,,,-2.5,,,,,
114,盔林,2021-01-08,-12.3,,,,1.7,,230,,34,,0.8,-24.9,1003.9,,1023.7,,1,,2,,1.3,,2,0,,,1978,,,-1.9,,,,,
114,盔林,2021-01-08,-11.1,,,,1.6,,270,,31,,0.8,-24.9,1003.3,,1023,,1,,1.92,,1.1,,0,0,,,2000,,,-1.6,,,,,
114,盔林,2021-01-08,-10.3,,,,3,,270,,31,,0.9,-24.2,1002.9,,1022.6,,1,,1.6,,1.1,,0,0,,,1982,,,-2.8,,,,,
114,盔林,2021-01-08,-10.1,,,,2,,290,,31,,0.9,-24,1002.7,,1022.4,,1,,1.08,,1.1,,0,0,,,1951,,,-3,,,,,
114,盔林,2021-01-08,-10.6,,,,1,,200,,36,,1,-22.8,1002.6,,1022.3,,1,,0.44,,1.3,,0,0,,,2000,,,-4.2,,,,,
114,盔林,2021-01-08,-11,,,,1.6,,230,,39,,1,-22.2,1002.9,,1022.6,,0,,0.01,,1.4,,0,0,,,1963,,,-4.8,,,,,
114,盔林,2021-01-08,-11.3,,,,1.7,,230,,37,,1,-23.1,1003.6,,1023.4,,,9,,9,1.4,,0,0,,,2000,,,-5.2,,,,,
114,盔林,2021-01-08,-11.9,,,,0.7,,200,,39,,1,-23,1003.9,,1023.7,,,9,,9,1.4,,0,0,,,2000,,,-5.6,,,,,
114,盔林,2021-01-08,-12.3,,,,1.1,,230,,41,,1,-22.8,1004.2,,1024.1,,,9,,9,1.4,,0,0,,,2000,,,-6.2,,,,,
114,盔林,2021-01-08,-12.8,,,,1.7,,250,,45,,1,-22.2,1004.5,,1024.4,,,9,,9,1.4,,0,0,,,2000,,,-6.4,,,,,
114,盔林,2021-01-08,-12.9,,,,1.3,,270,,41,,0.9,-23.4,1004.7,,1024.6,,,9,,9,1.4,,0,0,,,2000,,,-6.4,,,,,
114,盔林,2021-01-09,-13.6,,,,1.3,,230,,46,,1,-22.7,1004.8,,1024.8,,,9,,9,1.4,,6,0,,,2000,,,-6.6,,,,,
114,盔林,2021-01-09,-14.2,,,,1.5,,290,,45,,0.9,-23.5,1004.9,,1024.9,,,9,,9,1.4,,3,0,,,2000,,,-6.8,,,,,
114,盔林,2021-01-09,-14.9,,,,0.7,,230,,49,,0.9,-23.2,1005.1,,1025.2,,,9,,9,1.4,,4,0,,,2000,,,-7,,,,,
114,盔林,2021-01-09,-15.8,,,,0.2,,0,,56,,1,-22.5,1005.1,,1025.2,,,9,,9,1.4,,5,0,,,2000,,,-7.4,,,,,
114,盔林,2021-01-09,-16.2,,,,0.2,,0,,57,,1,-22.7,1004.7,,1024.9,,,9,,9,1.4,,10,0,,,2000,,,-7.6,,,,,
114,盔林,2021-01-09,-16.9,,,,1,,50,,65,,1.1,-21.9,1004.4,,1024.6,,,9,,9,1.4,,10,0,,,1994,,,-7.8,,,,,
114,盔林,2021-01-09,-17.3,,,,0.3,,0,,67,,1.1,-21.9,1004.8,,1025.1,,,9,,9,1.4,,10,0,,,1856,,,-8,,,,,
114,盔林,2021-01-09,-18.3,,,,0.1,,0,,74,,1.1,-21.8,1005.3,,1025.7,,,9,,9,1.4,,10,0,,,1617,,,-8.1,,,,,
114,盔林,2021-01-09,-17.8,,,,1,,50,,73,,1.1,-21.4,1005.4,,1025.7,,0,,0,,1.4,,10,0,,,1259,,,-8.2,,,,,
114,盔林,2021-01-09,-17.3,,,,0.8,,50,,68,,1.1,-21.8,1005.8,,1026.1,,0.7,,0.38,,1.4,,5,0,,,1349,,,-7.7,,,,,
114,盔林,2021-01-09,-16.2,,,,0.9,,20,,59,,1,-22.3,1006.1,,1026.3,,1,,1.08,,1.3,,0,0,,,1801,,,-5.9,,,,,
114,盔林,2021-01-09,-12.9,,,,0.9,,50,,48,,1.1,-21.6,1005.9,,1025.8,,1,,1.52,,1.1,,0,0,,,1677,,,-4.1,,,,,
114,盔林,2021-01-09,-10.7,,,,0.9,,160,,35,,0.9,-23.2,1004.7,,1024.4,,1,,1.66,,1.2,,6,0,,,1910,,,-2.7,,,,,
114,盔林,2021-01-09,-9.2,,,,1.3,,290,,36,,1.1,-21.5,1003.8,,1023.4,,1,,1.93,,1.1,,3,0,,,1960,,,-1.6,,,,,
114,盔林,2021-01-09,-8.6,,,,2.6,,270,,36,,1.1,-21,1003.4,,1023,,1,,1.84,,1,,0,0,,,1956,,,-1.3,,,,,
114,盔林,2021-01-09,-8.1,,,,2.1,,270,,35,,1.2,-20.9,1003.1,,1022.6,,1,,1.54,,0.9,,2,0,,,1971,,,-2.7,,,,,
114,盔林,2021-01-09,-7.6,,,,2,,270,,35,,1.2,-20.4,1003,,1022.5,,1,,1.02,,0.9,,0,0,,,2000,,,-2.9,,,,,
114,盔林,2021-01-09,-8.1,,,,2.4,,290,,38,,1.3,-19.9,1003.2,,1022.7,,1,,0.42,,1.1,,0,0,,,2000,,,-4.1,,,,,
114,盔林,2021-01-09,-8.6,,,,1.5,,270,,40,,1.3,-19.8,1004,,1023.6,,0,,0.01,,1.2,,1,0,,,2000,,,-4.8,,,,,
114,盔林,2021-01-09,-8.9,,,,0.9,,270,,42,,1.3,-19.5,1004.5,,1024.1,,,9,,9,1.2,,0,0,,,2000,,,-5.2,,,,,
114,盔林,2021-01-09,-9.1,,,,0.9,,160,,43,,1.3,-19.4,1005.6,,1025.2,,,9,,9,1.2,,0,0,,,2000,,,-5.5,,,,,
114,盔林,2021-01-09,-9.7,,,,0.9,,180,,45,,1.3,-19.4,1006,,1025.7,,,9,,9,1.2,,0,0,,,2000,,,-6,,,,,
114,盔林,2021-01-09,-10.1,,,,0.6,,200,,45,,1.3,-19.8,1006.8,,1026.6,,,9,,9,1.2,,0,0,,,2000,,,-6.4,,,,,
114,盔林,2021-01-09,-11,,,,0.6,,160,,49,,1.3,-19.6,1006.9,,1026.7,,,9,,9,1.2,,0,0,,,2000,,,-6.6,,,,,
114,盔林,2021-01-10,-11.5,,,,0.5,,200,,52,,1.3,-19.4,1007.6,,1027.5,,,9,,9,1.2,,0,0,,,2000,,,-6.9,,,,,
114,盔林,2021-01-10,-12.7,,,,1,,90,,59,,1.4,-19,1007.3,,1027.2,,,9,,9,1.2,,0,0,,,1973,,,-7.3,,,,,
114,盔林,2021-01-10,-13.5,,,,0,,0,,64,,1.4,-18.8,1007.8,,1027.8,,,9,,9,1.2,,0,0,,,1847,,,-7.5,,,,,
114,盔林,2021-01-10,-13.8,,,,0.4,,0,,65,,1.4,-18.9,1008.4,,1028.5,,,9,,9,1.2,,0,0,,,1640,,,-7.6,,,,,
114,盔林,2021-01-10,-14.7,,,,0,,0,,69,,1.4,-19.1,1008,,1028.1,,,9,,9,1.2,,8,0,,,1725,,,-7.7,,,,,
114,盔林,2021-01-10,-15.1,,,,0.3,,0,,71,,1.4,-19.1,1008.2,,1028.4,,,9,,9,1.2,,9,0,,,1606,,,-7.9,,,,,
114,盔林,2021-01-10,-15.8,,,,0,,0,,72,,1.3,-19.6,1008.4,,1028.6,,,9,,9,1.2,,9,0,,,1703,,,-8,,,,,
114,盔林,2021-01-10,-16,,,,0.2,,0,,74,,1.3,-19.5,1008.5,,1028.7,,,9,,9,1.2,,0,0,,,1453,,,-8.2,,,,,
114,盔林,2021-01-10,-16.6,,,,0.1,,0,,75,,1.3,-19.9,1009.2,,1029.5,,0,,0,,1.3,,8,0,,,1374,,,-8.2,,,,,
114,盔林,2021-01-10,-14.8,,,,0,,0,,67,,1.3,-19.5,1010,,1030.2,,0.7,,0.37,,1.2,,0,0,,,1426,,,-7.8,,,,,
114,盔林,2021-01-10,-12.9,,,,0.8,,50,,60,,1.4,-19,1010.6,,1030.6,,1,,1.05,,1.1,,0,0,,,1262,,,-5.7,,,,,
114,盔林,2021-01-10,-9.7,,,,0.3,,0,,48,,1.4,-18.6,1010,,1029.8,,1,,1.52,,1.1,,4,0,,,1375,,,-3.6,,,,,
114,盔林,2021-01-10,-7.6,,,,0.2,,0,,37,,1.3,-19.8,1008.6,,1028.2,,1,,1.83,,0.9,,1,0,,,1821,,,-1.9,,,,,
114,盔林,2021-01-10,-6.1,,,,1,,90,,36,,1.4,-18.7,1008.2,,1027.7,,1,,1.94,,0.9,,5,0,,,2000,,,-1,,,,,
114,盔林,2021-01-10,-5.1,,,,1.4,,50,,35,,1.5,-18.2,1007.4,,1026.8,,1,,1.84,,0.5,,6,1,,,1976,,,-0.7,,,,,
114,盔林,2021-01-10,-4.3,,,,0.8,,140,,35,,1.6,-17.5,1007.2,,1026.5,,1,,1.5,,0.5,,0,0,,,1988,,,-1.6,,,,,
114,盔林,2021-01-10,-4.2,,,,0.6,,90,,35,,1.6,-17.4,1007.1,,1026.4,,0.7,,0.86,,0.9,,7,1,,15,2000,,,-2,,,,,
114,盔林,2021-01-10,-4.2,,,,0,,0,,38,,1.7,-16.4,1007.7,,1027,,0.3,,0.26,,0.9,,7,0,,,2000,,,-3.1,,,,,
114,盔林,2021-01-10,-5.4,,,,0.3,,0,,43,,1.8,-16,1008.2,,1027.6,,0,,0.01,,0.9,,0,0,,,2000,,,-4,,,,,
114,盔林,2021-01-10,-6,,,,0.5,,180,,49,,1.9,-15,1008.8,,1028.3,,,9,,9,0.9,,5,1,,23,1955,,,-4.7,,,,,
114,盔林,2021-01-10,-6.5,,,,0.4,,0,,52,,2,-14.7,1009.4,,1028.9,,,9,,9,0.9,,3,3,,14,1964,,,-4.5,,,,,
114,盔林,2021-01-10,-6.4,,,,0.3,,0,,52,,2,-14.6,1009.9,,1029.4,,,9,,9,0.9,,0,0,,,1992,,,-4.1,,,,,
114,盔林,2021-01-10,-7.4,,,,0.3,,0,,59,,2.1,-14,1009.9,,1029.5,,,9,,9,0.9,,0,0,,,1798,,,-4.9,,,,,
114,盔林,2021-01-10,-8.2,,,,0.1,,0,,63,,2.1,-14,1009.4,,1029,,,9,,9,0.9,,0,0,,,1635,,,-5.6,,,,,
114,盔林,2021-01-11,-9,,,,0.9,,90,,67,,2.1,-14,1010.6,,1030.3,,,9,,9,0.9,,0,0,,,1407,,,-5.9,,,,,
114,盔林,2021-01-11,-9.9,,,,0,,0,,71,,2.1,-14.1,1010.7,,1030.5,,,9,,9,0.9,,0,0,,,1230,,,-6.4,,,,,
114,盔林,2021-01-11,-10.6,,,,0.1,,0,,74,,2,-14.3,1011.6,,1031.5,,,9,,9,0.9,,0,0,,,987,,,-6.7,,,,,
114,盔林,2021-01-11,-10.9,,,,0.6,,50,,75,,2,-14.4,1011.1,,1031,,,9,,9,0.9,,7,0,,,1031,,,-6.9,,,,,
114,盔林,2021-01-11,-11.9,,,,0.4,,0,,78,,1.9,-14.9,1010,,1029.9,,,9,,9,0.9,,1,0,,,1050,,,-7.1,,,,,
114,盔林,2021-01-11,-12.4,,,,0,,0,,78,,1.8,-15.4,1010,,1030,,,9,,9,0.9,,6,0,,,1102,,,-7.5,,,,,
114,盔林,2021-01-11,-12.7,,,,0.3,,0,,80,,1.8,-15.4,1010.4,,1030.4,,,9,,9,0.9,,9,0,,,867,,,-7.6,,,,,
114,盔林,2021-01-11,-12.6,,,,0.8,,50,,79,,1.8,-15.4,1010.6,,1030.6,,,9,,9,0.9,,10,4,,57,845,,,-7.3,,,,,
114,盔林,2021-01-11,-12.6,,,,0,,0,,79,,1.8,-15.4,1010.2,,1030.2,,0,,0,,0.9,,10,9,,53,1003,,,-6.8,,,,,
114,盔林,2021-01-11,-12,,,,0.3,,0,,76,,1.9,-15.3,1010.7,,1030.7,,0,,0.12,,0.9,,10,4,,,1064,,,-6,,,,,
114,盔林,2021-01-11,-10.3,,,,0.4,,0,,72,,2,-14.3,1010.3,,1030.1,,0,,0.33,,0.9,,9,2,,52,1103,,,-5,,,,,
114,盔林,2021-01-11,-8.8,,,,0.3,,0,,65,,2.1,-14.1,1010.4,,1030.1,,0,,0.51,,0.8,,10,7,,51,1269,,,-4.1,,,,,
114,盔林,2021-01-11,-7.5,,,,0.7,,340,,63,,2.2,-13.3,1009.3,,1028.9,,0,,0.67,,0.8,,10,3,,48,1055,,,-3.4,,,,,
114,盔林,2021-01-11,-6.5,,,,0.2,,0,,59,,2.2,-13.2,1008.1,,1027.6,,0,,0.68,,0.9,,10,0,,,1474,,,-3,,,,,
114,盔林,2021-01-11,-5.8,,,,0.6,,20,,57,,2.3,-12.9,1007,,1026.4,,0,,0.53,,0.9,,10,1,,31,1460,,,-2.9,,,,,
114,盔林,2021-01-11,-5.1,,,,0.6,,50,,56,,2.3,-12.5,1005.7,,1025.1,,0,,0.61,,0.9,,10,0,,,1422,,,-2.4,,,,,
114,盔林,2021-01-11,-4.7,,,,1.1,,20,,51,,2.2,-13.3,1005.2,,1024.5,,0.2,,0.57,,0.9,,10,0,,,1742,,,-2.5,,,,,
114,盔林,2021-01-11,-4.7,,,,0.3,,0,,52,,2.3,-13,1005.3,,1024.6,,0,,0.21,,0.9,,10,0,,,1875,,,-3.1,,,,,
114,盔林,2021-01-11,-4.9,,,,0.1,,0,,54,,2.3,-12.7,1005.1,,1024.4,,0,,0.01,,0.9,,10,6,,31,1651,,,-3.6,,,,,
114,盔林,2021-01-11,-5.6,,,,0.1,,0,,57,,2.3,-12.7,1005.1,,1024.5,,,9,,9,0.9,,10,6,,28,1359,,,-4,,,,,
114,盔林,2021-01-11,-7.1,,,,0.3,,0,,65,,2.3,-12.5,1005.1,,1024.6,,,9,,9,0.9,,1,0,,,973,,,-5.1,,,,,
114,盔林,2021-01-11,-7.7,,,,0,,0,,70,,2.4,-12.2,1005.3,,1024.8,,,9,,9,0.9,,8,0,,,1047,,,-5.5,,,,,
114,盔林,2021-01-11,-8.6,,,,0.1,,0,,74,,2.4,-12.4,1005,,1024.6,,,9,,9,0.9,,0,0,,,863,,,-5.8,,,,,
114,盔林,2021-01-11,-9.5,,,,0,,0,,76,,2.3,-12.9,1004.3,,1024,,,9,,9,0.9,,0,0,,,672,,,-6.3,,,,,
114,盔林,2021-01-12,-9.9,,,,0,,0,,78,,2.3,-13,1004,,1023.7,,,9,,9,0.9,,0,0,,,637,,,-6.5,,,,,
114,盔林,2021-01-12,-9.4,,,,0,,0,,77,,2.3,-12.6,1003.6,,1023.2,,,9,,9,0.9,,9,7,,19,685,,,-5.6,,,,,
114,盔林,2021-01-12,-10.6,,,,0.2,,0,,79,,2.2,-13.5,1003.1,,1022.8,,,9,,9,0.9,,0,0,,,700,,,-6.2,,,,,
114,盔林,2021-01-12,-11,,,,0.2,,0,,81,,2.1,-13.6,1003,,1022.7,,,9,,9,0.9,,0,0,,,720,,,-6.7,,,,,
114,盔林,2021-01-12,-11.9,,,,0,,0,,83,,2,-14.2,1002.2,,1022,,,9,,9,0.9,,2,0,,,667,,,-7.1,,,,,
114,盔林,2021-01-12,-12.1,,,,0.3,,0,,83,,2,-14.4,1001.7,,1021.5,,,9,,9,0.9,,2,0,,,682,,,-7.3,,,,,
114,盔林,2021-01-12,-12.8,,,,0,,0,,82,,1.9,-15.2,1001.5,,1021.3,,,9,,9,0.9,,0,0,,,752,,,-7.6,,,,,
114,盔林,2021-01-12,-13,,,,0.5,,20,,83,,1.9,-15.2,1001.7,,1021.6,,,9,,9,0.9,,3,0,,,678,,,-7.7,,,,,
114,盔林,2021-01-12,-13.1,,,,0.4,,0,,83,,1.9,-15.3,1001.7,,1021.6,,0,,0,,0.9,,8,0,,,568,,,-7.9,,,,,
114,盔林,2021-01-12,-12.1,,,,0.5,,360,,79,,1.9,-15,1002.4,,1022.2,,0.5,,0.29,,0.9,,0,0,,,707,,,-7.1,,,,,
114,盔林,2021-01-12,-10.7,,,,0.2,,0,,76,,2.1,-14.1,1001.9,,1021.6,,0.1,,0.42,,0.8,,3,2,,8,633,,,-5.8,,,,,
114,盔林,2021-01-12,-7.9,,,,0.7,,20,,63,,2.1,-13.7,1001.4,,1020.9,,1,,1.34,,0.7,,7,1,,,827,,,-3.1,,,,,
114,盔林,2021-01-12,-5,,,,1.1,,340,,51,,2.2,-13.5,1000.1,,1019.3,,1,,2.02,,0.6,,3,0,,,1283,,,-1.3,,,,,
114,盔林,2021-01-12,-2.6,,,,0.6,,90,,48,,2.4,-12.1,998.8,,1017.8,,1,,1.9,,0.4,,3,0,,,1398,,,-0.7,,,,,
114,盔林,2021-01-12,-0.9,,,,0.4,,0,,48,,2.8,-10.5,998.1,,1017,,0.9,,1.49,,0.2,,6,0,,,1258,,,-0.5,,,,,
114,盔林,2021-01-12,-0.3,,,,0.7,,70,,50,,3,-9.4,997.3,,1016.1,,0.1,,0.65,,,,7,2,,12,1206,,,-0.6,,,,,
114,盔林,2021-01-12,0.7,,,,0.1,,0,,52,,3.3,-8,996.7,,1015.5,,0.5,,0.61,,,,8,2,,11,1268,,,-0.8,,,,,
114,盔林,2021-01-12,0.8,,,,1.7,,230,,55,,3.6,-7.2,996.2,,1014.9,,0,,0.26,,,,9,0,,,1138,,,-1.2,,,,,
114,盔林,2021-01-12,0.4,,0,,1.4,,230,,61,,3.8,-6.2,996.6,,1015.4,,0,,0.03,,,,8,8,,8,947,,,-1.6,,,,,
114,盔林,2021-01-12,-1,,,9,0.7,,200,,87,,5,-2.8,997.3,,1016.2,,,9,,9,0.9,,9,5,,2,229,,,-1.6,,,,,
114,盔林,2021-01-12,-0.5,,,9,0.7,,320,,81,,4.8,-3.3,997.3,,1016.1,,,9,,9,0.9,,9,7,,6,556,,,-1.6,,,,,
114,盔林,2021-01-12,-0.4,,0,,0.7,,230,,83,,4.9,-2.9,997.8,,1016.6,,,9,,9,1.2,,9,9,,5,141,,,-1.5,,,,,
114,盔林,2021-01-12,-1.3,,,9,0.3,,0,,85,,4.7,-3.5,998.2,,1017.1,,,9,,9,1.6,,1,1,,9,452,,,-1.9,,,,,
114,盔林,2021-01-12,-1.8,,,9,0.7,,90,,90,,4.8,-3.2,998.3,,1017.3,,,9,,9,1.6,,4,4,,6,290,,,-2.1,,,,,
114,盔林,2021-01-13,-2.3,,0.1,,0,,0,,90,,4.6,-3.7,997.8,,1016.8,,,9,,9,1.6,,8,6,,,226,,,-2.1,,,,,
114,盔林,2021-01-13,-2.4,,,9,0.2,,0,,91,,4.7,-3.6,997.9,,1016.9,,,9,,9,1.5,,10,6,,8,272,,,-2.1,,,,,
114,盔林,2021-01-13,-3.1,,,9,0.2,,0,,91,,4.4,-4.3,997.7,,1016.7,,,9,,9,1.5,,1,1,,15,216,,,-2.3,,,,,
114,盔林,2021-01-13,-3.4,,0,,0.1,,0,,92,,4.4,-4.5,997.6,,1016.7,,,9,,9,1.5,,8,5,,15,199,,,-2.6,,,,,
114,盔林,2021-01-13,-4.7,,,9,0.4,,0,,93,,4,-5.6,997.4,,1016.6,,,9,,9,1.4,,6,0,,,108,,,-2.9,,,,,
114,盔林,2021-01-13,-5.2,,,9,0.2,,0,,93,,3.9,-6.1,997,,1016.2,,,9,,9,1.3,,1,1,,16,133,,,-3.1,,,,,
114,盔林,2021-01-13,-4.4,,,9,0.1,,0,,94,,4.2,-5.2,997.2,,1016.3,,,9,,9,1.3,,0,0,,,14,,,-2.9,,,,,
114,盔林,2021-01-13,-4.4,,,9,0.2,,0,,93,,4.1,-5.3,997.2,,1016.3,,,9,,9,1.3,,0,0,,,14,,,-2.6,,,,,
114,盔林,2021-01-13,-5,,,9,0.8,,50,,93,,3.9,-5.9,997.1,,1016.3,,0,,0,,1.1,,0,0,,,37,,,-2.7,,,,,
114,盔林,2021-01-13,-4.3,,,9,0.2,,0,,93,,4.2,-5.2,997.4,,1016.5,,0,,0.12,,1.1,,0,0,,,105,,,-2.5,,,,,
114,盔林,2021-01-13,-3.4,,,9,0.3,,0,,94,,4.5,-4.2,997.4,,1016.5,,0.2,,0.44,,1.1,,10,5,,14,184,,,-1.5,,,,,
114,盔林,2021-01-13,-2.2,,,9,0.1,,0,,94,,4.9,-3,997.3,,1016.3,,0.2,,0.56,,1.1,,10,8,,13,260,,,-1,,,,,
114,盔林,2021-01-13,2.4,,,9,0.5,,50,,75,,5.5,-1.5,995.9,,1014.5,,0.9,,1.46,,0.6,,6,3,,,372,,,-0.4,,,,,
114,盔林,2021-01-13,6.7,,,9,2.5,,200,,54,,5.3,-1.9,995,,1013.3,,1,,1.74,,,,5,0,,,1086,,,-0.1,,,,,
114,盔林,2021-01-13,8.2,,,9,2.6,,230,,47,,5.1,-2.4,994.6,,1012.7,,1,,1.53,,,,2,2,,14,1054,,,4.6,,,,,
114,盔林,2021-01-13,8.3,,,9,3.1,,250,,45,,4.9,-2.9,994.3,,1012.4,,1,,1.23,,,,0,0,,,1010,,,3.4,,,,,
114,盔林,2021-01-13,8.2,,,9,2.2,,230,,46,,5,-2.7,994.5,,1012.6,,0.8,,0.73,,,,2,1,,15,1090,,,2.1,,,,,
114,盔林,2021-01-13,7.9,,,9,1.5,,250,,50,,5.3,-1.9,995.2,,1013.4,,0,,0.19,,,,4,4,,14,1052,,,1.1,,,,,
114,盔林,2021-01-13,7.4,,,9,1.1,,230,,55,,5.7,-1,995.6,,1013.8,,0,,0,,,,0,0,,,1063,,,0.4,,,,,
114,盔林,2021-01-13,7.5,,,9,2.2,,230,,64,,6.6,1.1,996.1,,1014.3,,,9,,9,,,0,0,,,957,,,0.8,,,,,
114,盔林,2021-01-13,7.2,,,9,2.7,,250,,70,,7.1,2,996.7,,1015,,,9,,9,,,10,2,,8,833,,,0.3,,,,,
114,盔林,2021-01-13,7,,,9,1.7,,230,,73,,7.3,2.4,997.6,,1015.9,,,9,,9,,,10,7,,7,721,,,0.8,,,,,
114,盔林,2021-01-13,6.3,,,9,1.5,,290,,74,,7,1.9,998.8,,1017.2,,,9,,9,,,9,8,,6,637,,,0.7,,,,,
114,盔林,2021-01-13,5.7,,,9,1.7,,250,,72,,6.6,1,999.3,,1017.7,,,9,,9,,,7,5,,7,605,,,-0.4,,,,,
114,盔林,2021-01-14,4.5,,,9,1.1,,200,,78,,6.5,0.9,1000.2,,1018.7,,,9,,9,,,1,0,,,513,,,-0.2,,,,,
114,盔林,2021-01-14,3.7,,,,1.4,,270,,76,,6.1,-0.1,1001,,1019.6,,,9,,9,,,3,0,,,554,,,-0.3,,,,,
114,盔林,2021-01-14,2.4,,,,0.3,,0,,70,,5.1,-2.5,1001.7,,1020.4,,,9,,9,,,0,0,,,742,,,-0.5,,,,,
114,盔林,2021-01-14,0.2,,,,0.1,,0,,82,,5.1,-2.5,1002.5,,1021.4,,,9,,9,,,0,0,,,507,,,-1.2,,,,,
114,盔林,2021-01-14,-1.3,,,,0.2,,0,,88,,4.9,-3,1002.1,,1021.1,,,9,,9,,,0,0,,,337,,,-2.2,,,,,
114,盔林,2021-01-14,-2.2,,,,0.3,,0,,90,,4.7,-3.6,1002.7,,1021.8,,,9,,9,,,0,0,,,343,,,-2.9,,,,,
114,盔林,2021-01-14,-2.6,,,,0.4,,0,,89,,4.5,-4.1,1003.9,,1023,,,9,,9,,,0,0,,,421,,,-3.7,,,,,
114,盔林,2021-01-14,-3.6,,,,0,,0,,89,,4.2,-5.1,1004.9,,1024.1,,,9,,9,,,0,0,,,446,,,-4.2,,,,,
